name,dateofbirth,timeofbirth,placeofbirth,longitude,latitude,timezone,informationsource,astrosagerating,cloudbtn,name,place,sex,sec,min,hrs,day,month,year,latdeg,longdeg,latmin,longmin,longew,latns,dst,languagecode,ayanamsa,kphn,charting
Isadora Duncan,"Monday, May 27, 1878",02:34:40,San francisco,122 W 26,37 N 47,-8.0,Kundli Sangraha (Tendulkar),Accurate,See kundli in AstroSage Cloud,Isadora Duncan,San francisco,Female,40,34,2,27,5,1878,37,122,47,26,W,N,0,0,0,0,0
Imtiaz Ali,"Wednesday, June 16, 1971",12:00:00,Jamshedpur,86 E 12,22 N 47,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Imtiaz Ali,Jamshedpur,Male,0,0,12,16,6,1971,22,86,47,12,E,N,0,0,0,0,0
Ingo Rademacher,"Thursday, April 22, 1971",12:00:00,Iserlohn,7 E 39,51 N 22,2.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ingo Rademacher,Iserlohn,Male,0,0,12,22,4,1971,51,7,22,39,E,N,0,0,0,0,0
Irving Berlin,"Friday, May 11, 1888",07:45:00,"65 E 29, 57 N 10",65 E 29,57 N 10,4.5,Internet,Reference,See kundli in AstroSage Cloud,Irving Berlin,"65 E 29, 57 N 10",Male,0,45,7,11,5,1888,57,65,10,29,E,N,0,0,0,0,0
Ian McCartney,"Wednesday, April 25, 1951",00:15:00,"4 W 15, 55 N 57",4 W 15,55 N 57,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ian McCartney,"4 W 15, 55 N 57",Male,0,15,0,25,4,1951,55,4,57,15,W,N,0,0,0,0,0
Irfan Pathan,"Saturday, October 27, 1984",12:00:00,Baroda,73 E 13,22 N 18,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Irfan Pathan,Baroda,Male,0,0,12,27,10,1984,22,73,18,13,E,N,0,0,0,0,0
Imtiyaz Ahmed,"Sunday, November 10, 1985",12:00:00,Bhadohi,82 E 35,25 N 24,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Imtiyaz Ahmed,Bhadohi,Male,0,0,12,10,11,1985,25,82,24,35,E,N,0,0,0,0,0
Ian Douglas Smith,"Tuesday, April 08, 1919",21:00:00,"30 E 3, 19 S 42",30 E 3,19 S 42,2.0,Internet,Reference,See kundli in AstroSage Cloud,Ian Douglas Smith,"30 E 3, 19 S 42",Male,0,0,21,8,4,1919,19,30,42,3,E,S,0,0,0,0,0
Imogen Poots,"Monday, June 05, 1989",12:00:00,Hammersmith,0 W 13,51 N 29,1.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Imogen Poots,Hammersmith,Female,0,0,12,5,6,1989,51,0,29,13,W,N,0,0,0,0,0
Isabel Lucas,"Tuesday, January 29, 1985",12:00:00,Melbourne,145 E 0,37 S 50,7.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Isabel Lucas,Melbourne,Female,0,0,12,29,1,1985,37,145,50,0,E,S,0,0,0,0,0
Isha Sharvani,"Saturday, September 29, 1984",12:00:00,Gujarat,72 E 40,23 N 3,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Isha Sharvani,Gujarat,Female,0,0,12,29,9,1984,23,72,3,40,E,N,0,0,0,0,0
Imran Zahid,"Monday, January 11, 1982",12:00:00,Bokaro,86 E 2,23 N 51,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Imran Zahid,Bokaro,Male,0,0,12,11,1,1982,23,86,51,2,E,N,0,0,0,0,0
Ileana DCruz,"Sunday, November 01, 1987",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Ileana DCruz,Mumbai,Female,0,0,12,1,11,1987,18,72,58,50,E,N,0,0,0,0,0
Iftekhar,"Sunday, February 22, 1920",12:00:00,Sialkot,74 E 33,32 N 29,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Iftekhar,Sialkot,Male,0,0,12,22,2,1920,32,74,29,33,E,N,0,0,0,0,0
Iqbal Abdullah,"Saturday, December 02, 1989",12:00:00,Azamgarh,83 E 10,26 N 3,5.5,Unknown,Dirty Data,See kundli in AstroSage Cloud,Iqbal Abdullah,Azamgarh,Male,0,0,12,2,12,1989,26,83,3,10,E,N,0,0,0,0,0
Irene Love Adams,"Tuesday, April 15, 1947",03:14:59,"4 W 15, 55 N 53",4 W 15,55 N 53,0.0,Internet,Reference,See kundli in AstroSage Cloud,Irene Love Adams,"4 W 15, 55 N 53",Male,59,14,3,15,4,1947,55,4,53,15,W,N,0,0,0,0,0
Inder Kumar Gujral,"Thursday, December 04, 1919",22:00:00,Jhelum,72 E 45,33 N 0,5.0,The Times Select Horoscopes,Accurate,See kundli in AstroSage Cloud,Inder Kumar Gujral,Jhelum,Male,0,0,22,4,12,1919,33,72,0,45,E,N,0,0,0,0,0
Ian Thorpe,"Wednesday, October 13, 1982",10:52:00,Sydney,151 E 10,33 S 53,7.0,The Times Select Horoscopes,Accurate,See kundli in AstroSage Cloud,Ian Thorpe,Sydney,Male,0,52,10,13,10,1982,33,151,53,10,E,S,0,0,0,0,0
Isla Fisher,"Tuesday, February 03, 1976",12:00:00,Muscat,58 E 38,23 N 40,4.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Isla Fisher,Muscat,Female,0,0,12,3,2,1976,23,58,40,38,E,N,0,0,0,0,0
Irene Rich,"Tuesday, October 13, 1891",06:00:00,"78 W 51, 42 N 53",78 W 51,42 N 53,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Irene Rich,"78 W 51, 42 N 53",Male,0,0,6,13,10,1891,42,78,53,51,W,N,0,0,0,0,0
Isaac Newton,"Sunday, January 04, 1643",01:37:59,"0 E 40, 52 N 50",0 E 40,52 N 50,0.0,Web,Reference,See kundli in AstroSage Cloud,Isaac Newton,"0 E 40, 52 N 50",Male,59,37,1,4,1,1643,52,0,50,40,E,N,0,0,0,0,0
Imelda Staunton,"Monday, January 09, 1956",12:00:00,London,0 W 5,51 N 30,0.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Imelda Staunton,London,Female,0,0,12,9,1,1956,51,0,30,5,W,N,0,0,0,0,0
Ilona Staller,"Monday, November 26, 1951",05:00:00,Budapest,19 E 5,47 N 30,1.0,Web,Reference,See kundli in AstroSage Cloud,Ilona Staller,Budapest,Female,0,0,5,26,11,1951,47,19,30,5,E,N,0,0,0,0,0
Joseph R. Mccarthy,"Saturday, November 14, 1908",15:00:00,United States,89 W 46,43 N 37,-6.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Joseph R. Mccarthy,United States,Male,0,0,15,14,11,1908,43,89,37,46,W,N,0,0,0,0,0
Jaishankar,"Wednesday, January 30, 1889",17:50:00,Visnagar,72 E 32,23 N 41,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jaishankar,Visnagar,Male,0,50,17,30,1,1889,23,72,41,32,E,N,0,0,0,0,0
John Roosevelt,"Monday, March 13, 1916",23:00:00,New York City,74 W 0,40 N 42,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,John Roosevelt,New York City,Male,0,0,23,13,3,1916,40,74,42,0,W,N,0,0,0,0,0
John Roosevelt,"Monday, March 13, 1916",23:00:00,New York City,74 W 0,40 N 42,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,John Roosevelt,New York City,Male,0,0,23,13,3,1916,40,74,42,0,W,N,0,0,0,0,0
Jitu Rai,"Wednesday, August 26, 1987",00:00:00,India Gate,77 E 13,28 N 36,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jitu Rai,India Gate,Male,0,0,0,26,8,1987,28,77,36,13,E,N,0,0,0,0,0
Jhulan Goswami,"Thursday, November 25, 1982",00:00:00,Chakdaha,88 E 31,23 N 4,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jhulan Goswami,Chakdaha,Female,0,0,0,25,11,1982,23,88,4,31,E,N,0,0,0,0,0
Jahangir Ali Khan,"Sunday, Febuary 21, 2021",00:00:00,Bandra,72 E 49,19 N 3,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jahangir Ali Khan,Bandra,Male,0,0,0,21,2,2021,19,72,3,49,E,N,0,0,0,0,0
Jimmy Neesham,"Monday, September 17, 1990",00:00:00,Auckland,174 E 46,36 S 52,12.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jimmy Neesham,Auckland,Male,0,0,0,17,9,1990,36,174,52,46,E,S,0,0,0,0,0
Jonny Bairstow,"Tuesday, September 26, 1989",00:00:00,Bradford,1 W 45,53 N 47,0.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jonny Bairstow,Bradford,Male,0,0,0,26,9,1989,53,1,47,45,W,N,0,0,0,0,0
Josh Inglis,"Saturday, March 4, 1995",00:00:00,Leeds,1 W 32,53 N 47,0.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Josh Inglis,Leeds,Male,0,0,0,4,3,1995,53,1,47,32,W,N,0,0,0,0,0
Jeffrey MacDonald,"Tuesday, October 12, 1943",17:53:00,"74 W 0, 40 N 42",74 W 0,40 N 42,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Jeffrey MacDonald,"74 W 0, 40 N 42",Male,0,53,17,12,10,1943,40,74,42,0,W,N,0,0,0,0,0
Jaya Bharadwaj,"Saturday, September 5, 1992",00:00:00,New Delhi,77 E 13,28 N 38,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jaya Bharadwaj,New Delhi,Female,0,0,0,5,9,1992,28,77,38,13,E,N,0,0,0,0,0
Jaya Bharadwaj,"Saturday, September 5, 1992",00:00:00,New Delhi,77 E 13,28 N 38,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jaya Bharadwaj,New Delhi,Female,0,0,0,5,9,1992,28,77,38,13,E,N,0,0,0,0,0
Jung Ho seok,"Friday, Febuary 18, 1994",00:00:00,Ilgok-dong,126 E 53,35 N 12,9.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jung Ho seok,Ilgok-dong,Male,0,0,0,18,2,1994,35,126,12,53,E,N,0,0,0,0,0
Jeon Jung kook,"Monday, September 1, 1997",00:00:00,Mandeok-dong,129 E 2,35 N 12,9.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jeon Jung kook,Mandeok-dong,Male,0,0,0,1,9,1997,35,129,12,2,E,N,0,0,0,0,0
Jagadeesha Suchith,"Sunday, January 16, 1994",12:00:00,Mysore,76 E 37,12 N 18,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jagadeesha Suchith,Mysore,Male,0,0,12,16,1,1994,12,76,18,37,E,N,0,0,0,0,0
Josh Philippe,"Sunday, June 1, 1997",12:00:00,Subiaco,31 E 0,15 N 0,8.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Josh Philippe,Subiaco,Male,0,0,12,1,6,1997,15,31,0,0,E,N,0,0,0,0,0
Jhye Richardson,"Friday, September 20, 1996",12:00:00,murdoch,32 E 0,15 N 0,8.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jhye Richardson,murdoch,Male,0,0,12,20,9,1996,15,32,0,0,E,N,0,0,0,0,0
Jagadeesha Suchith,"Sunday, January 16, 1994",12:00:00,Mysore,76 E 37,12 N 18,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jagadeesha Suchith,Mysore,Male,0,0,12,16,1,1994,12,76,18,37,E,N,0,0,0,0,0
Jagadguru Sri Rambhadracharya Ji,"Saturday, January 14, 1950",22:35:00,Jaunpur,82 E 41,25 N 44,5.5,Internet,Reference,See kundli in AstroSage Cloud,Jagadguru Sri Rambhadracharya Ji,Jaunpur,Male,0,35,22,14,1,1950,25,82,44,41,E,N,0,0,0,0,0
Jagdeep,"Wednesday, March 29, 1939",12:00:00,Datia,78 E 28,25 N 41,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jagdeep,Datia,Male,0,0,12,29,3,1939,25,78,41,28,E,N,0,0,0,0,0
John Legend,"Thursday, December 28, 1978",08:25:00,Springfield,89 W 38,39 N 48,-5.0,Internet,Reference,See kundli in AstroSage Cloud,John Legend,Springfield,Male,0,25,8,28,12,1978,39,89,48,38,W,N,0,0,0,0,0
Jannat Zubair,"Wednesday, August 29, 2001",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jannat Zubair,Mumbai,Female,0,0,12,29,8,2001,18,72,58,50,E,N,0,0,0,0,0
Jean Arthur,"Wednesday, October 17, 1900",12:00:00,New york,74 W 0,40 N 42,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jean Arthur,New york,Female,0,0,12,17,10,1900,40,74,42,0,W,N,0,0,0,0,0
Jean Acker,"Monday, October 23, 1893",12:00:00,New Jersey,74 E 6,40 N 50,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jean Acker,New Jersey,Female,0,0,12,23,10,1893,40,74,50,6,E,N,0,0,0,0,0
Jillian Armenante,"Friday, July 5, 1968",12:00:00,New Jersey,74 E 6,40 N 50,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jillian Armenante,New Jersey,Female,0,0,12,5,7,1968,40,74,50,6,E,N,0,0,0,0,0
June Malia,"Wednesday, June 24, 1970",12:00:00,Darjeeling,88 E 20,27 N 2,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,June Malia,Darjeeling,Female,0,0,12,24,6,1970,27,88,2,20,E,N,0,0,0,0,0
Jaya Ahsan,"Saturday, July 1, 1972",12:00:00,Dhaka,90 E 26,23 N 43,6.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jaya Ahsan,Dhaka,Female,0,0,12,1,7,1972,23,90,43,26,E,N,0,0,0,0,0
Jyothika,"Wednesday, October 18, 1978",12:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jyothika,Mumbai,Female,0,0,12,18,10,1978,18,72,58,50,E,N,0,0,0,0,0
Janani Iyer,"Friday, March 31, 1989",12:00:00,Chennai,80 E 18,13 N 5,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Janani Iyer,Chennai,Female,0,0,12,31,3,1989,13,80,5,18,E,N,0,0,0,0,0
Jithan Ramesh,"Saturday, October 23, 1982",12:00:00,Chennai,80 E 18,13 N 5,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jithan Ramesh,Chennai,Male,0,0,12,23,10,1982,13,80,5,18,E,N,0,0,0,0,0
Jamuna,"Sunday, August 30, 1936",12:00:00,Hampi,76 E 25,15 N 20,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jamuna,Hampi,Female,0,0,12,30,8,1936,15,76,20,25,E,N,0,0,0,0,0
Johnny Walker,"Thursday, November 11, 1926",12:00:00,Indore,75 E 54,22 N 42,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Johnny Walker,Indore,Male,0,0,12,11,11,1926,22,75,42,54,E,N,0,0,0,0,0
Jai Akash,"Wednesday, March 18, 1981",12:00:00,London,0 W 5,51 N 30,0.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jai Akash,London,Male,0,0,12,18,3,1981,51,0,30,5,W,N,0,0,0,0,0
Joy Mukherjee,"Friday, Febuary 24, 1939",12:00:00,Jhansi,78 E 34,25 N 27,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Joy Mukherjee,Jhansi,Male,0,0,12,24,2,1939,25,78,27,34,E,N,0,0,0,0,0
Joe Simon,"Saturday, October 11, 1913",12:00:00,New york,74 W 0,40 N 42,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Joe Simon,New york,Male,0,0,12,11,10,1913,40,74,42,0,W,N,0,0,0,0,0
John Boyega,"Tuesday, March 17, 1992",12:00:00,London,0 W 5,51 N 30,0.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,John Boyega,London,Male,0,0,12,17,3,1992,51,0,30,5,W,N,0,0,0,0,0
Jessica Williams,"Monday, July 31, 1989",12:00:00,Los angeles,118 W 15,34 N 0,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jessica Williams,Los angeles,Female,0,0,12,31,7,1989,34,118,0,15,W,N,0,0,0,0,0
Jennifer Winget,"Thursday, May 30, 1985",12:00:00,Goregaon,72 E 51,19 N 11,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jennifer Winget,Goregaon,Female,0,0,12,30,5,1985,19,72,11,51,E,N,0,0,0,0,0
Jimmy Sharma,"Wednesday, December 18, 1985",12:00:00,Jalandhar *,75 E 34,31 N 19,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jimmy Sharma,Jalandhar *,Male,0,0,12,18,12,1985,31,75,19,34,E,N,0,0,0,0,0
Jazzy B,"Tuesday, April 1, 1975",12:00:00,Durgapur,87 E 44,24 N 47,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jazzy B,Durgapur,Male,0,0,12,1,4,1975,24,87,47,44,E,N,0,0,0,0,0
Jassi Gill,"Saturday, November 26, 1988",12:00:00,Khanna,76 E 16,30 N 42,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jassi Gill,Khanna,Male,0,0,12,26,11,1988,30,76,42,16,E,N,0,0,0,0,0
Jass Bajwa,"Saturday, June 25, 1988",12:00:00,Chandigarh,76 E 47,30 N 43,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jass Bajwa,Chandigarh,Male,0,0,12,25,6,1988,30,76,43,47,E,N,0,0,0,0,0
Jaggi Singh,"Tuesday, April 1, 1975",12:00:00,Kapurthala,75 E 26,31 N 20,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jaggi Singh,Kapurthala,Male,0,0,12,1,4,1975,31,75,20,26,E,N,0,0,0,0,0
Jaspinder Cheema,"Sunday, August 12, 1990",12:00:00,Batala,75 E 17,31 N 48,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jaspinder Cheema,Batala,Female,0,0,12,12,8,1990,31,75,48,17,E,N,0,0,0,0,0
Jaswinder Bhalla,"Wednesday, May 4, 1960",12:00:00,Doraha,76 E 1,30 N 49,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jaswinder Bhalla,Doraha,Male,0,0,12,4,5,1960,30,76,49,1,E,N,0,0,0,0,0
Jasmine Sandlas,"Tuesday, September 4, 1990",12:00:00,Jalandhar *,75 E 34,31 N 19,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jasmine Sandlas,Jalandhar *,Female,0,0,12,4,9,1990,31,75,19,34,E,N,0,0,0,0,0
Jon Bernthal,"Monday, September 20, 1976",12:00:00,Washington D.C.,77 W 2,38 N 54,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jon Bernthal,Washington D.C.,Male,0,0,12,20,9,1976,38,77,54,2,W,N,0,0,0,0,0
Jeremy Renner,"Thursday, January 7, 1971",11:06:00,California,117 W 59,35 N 7,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Jeremy Renner,California,Male,0,6,11,7,1,1971,35,117,7,59,W,N,0,0,0,0,0
Jesse Plemons,"Saturday, April 2, 1988",12:00:00,Dallas,92 W 24,33 N 35,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jesse Plemons,Dallas,Male,0,0,12,2,4,1988,33,92,35,24,W,N,0,0,0,0,0
James McAvoy,"Saturday, April 21, 1979",17:25:00,Glasgow,4 W 14,55 N 52,0.0,Internet,Reference,See kundli in AstroSage Cloud,James McAvoy,Glasgow,Male,0,25,17,21,4,1979,55,4,52,14,W,N,0,0,0,0,0
Josh Brolin,"Monday, Febuary 12, 1968",10:22:00,California,117 W 59,35 N 7,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Josh Brolin,California,Male,0,22,10,12,2,1968,35,117,7,59,W,N,0,0,0,0,0
James Franco,"Wednesday, April 19, 1978",19:04:00,California,117 W 59,35 N 7,-5.0,Internet,Reference,See kundli in AstroSage Cloud,James Franco,California,Male,0,4,19,19,4,1978,35,117,7,59,W,N,0,0,0,0,0
Jhaverchand Meghani,"Friday, August 28, 1896",12:00:00,Chotila,71 E 18,22 N 23,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jhaverchand Meghani,Chotila,Male,0,0,12,28,8,1896,22,71,23,18,E,N,0,0,0,0,0
Josh Abbott,"Sunday, July 20, 1980",20:51:00,Texas,91 W 41,37 N 34,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Josh Abbott,Texas,Male,0,51,20,20,7,1980,37,91,34,41,W,N,0,0,0,0,0
Jess Abbott,"Tuesday, June 4, 1991",21:00:00,Portsmouth,76 W 17,36 N 50,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Jess Abbott,Portsmouth,Female,0,0,21,4,6,1991,36,76,50,17,W,N,0,0,0,0,0
Jay Rivera,"Tuesday, January 4, 1994",07:30:00,New york,74 W 0,40 N 42,-5.0,Internet,Reference,See kundli in AstroSage Cloud,Jay Rivera,New york,Male,0,30,7,4,1,1994,40,74,42,0,W,N,0,0,0,0,0
Jayant Patil,"Friday, Febuary 16, 1962",00:00:00,Sangli,74 E 37,16 N 55,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jayant Patil,Sangli,Male,0,0,0,16,2,1962,16,74,55,37,E,N,0,0,0,0,0
Jamyang Tsering Namgyal,"Sunday, August 4, 1985",00:00:00,Laddakh,77 E 15,34 N 0,5.5,Dirty Data, Dirty Data,See kundli in AstroSage Cloud,Jamyang Tsering Namgyal,Laddakh,Male,0,0,0,4,8,1985,34,77,0,15,E,N,0,0,0,0,0
Jaiveer Shergill,"Tuesday, June 28, 1983",00:00:00,Jalandhar *,75 E 34,31 N 19,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jaiveer Shergill,Jalandhar *,Male,0,0,0,28,6,1983,31,75,19,34,E,N,0,0,0,0,0
Joe Denly,"Sunday, March 16, 1986",00:00:00,Canterbury,0 W 5,51 N 30,0.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Joe Denly,Canterbury,Male,0,0,0,16,3,1986,51,0,30,5,W,N,0,0,0,0,0
Jaish E Mohammed,"Monday, July 10, 2000",00:00:00,"Bahawalpur, PAK",73 E 15,30 N 0,5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jaish E Mohammed,"Bahawalpur, PAK",Male,0,0,0,10,7,2000,30,73,0,15,E,N,0,0,0,0,0
Jorja Fox,"Sunday, July 07, 1968",12:00:00,New york,74 W 0,40 N 42,-5.0,Unknown,Dirty Data,See kundli in AstroSage Cloud,Jorja Fox,New york,Female,0,0,12,7,7,1968,40,74,42,0,W,N,0,0,0,0,0
Justice Ranjan Gogoi,"Thursday, November 18, 1954",00:00:00,Assam,94 E 56,27 N 29,5.5,Internet,Reference,See kundli in AstroSage Cloud,Justice Ranjan Gogoi,Assam,Male,0,0,0,18,11,1954,27,94,29,56,E,N,0,0,0,0,0
James Baldwin,"Saturday, August 02, 1924",00:00:00,New york,74 W 0,40 N 42,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,James Baldwin,New york,Male,0,0,0,2,8,1924,40,74,42,0,W,N,0,0,0,0,0
Joachim Low,"Wednesday, February 03, 1960",12:45:00,Schwarzwald,8 E 18,48 N 27,1.0,Reference,Reference,See kundli in AstroSage Cloud,Joachim Low,Schwarzwald,Male,0,45,12,3,2,1960,48,8,27,18,E,N,0,0,0,0,0
Jake Gyllenhaal,"Friday, December 19, 1980",00:00:00,Los angeles,118 W 15,34 N 0,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jake Gyllenhaal,Los angeles,Male,0,0,0,19,12,1980,34,118,0,15,W,N,0,0,0,0,0
Janhvi Kapoor,"Thursday, March 06, 1997",00:00:00,Mumbai,72 E 50,18 N 58,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Janhvi Kapoor,Mumbai,Female,0,0,0,6,3,1997,18,72,58,50,E,N,0,0,0,0,0
Jatin Saxena,"Wednesday, August 04, 1982",00:00:00,Indore,75 E 54,22 N 42,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jatin Saxena,Indore,Male,0,0,0,4,8,1982,22,75,42,54,E,N,0,0,0,0,0
Jofra Archer,"Saturday, April 01, 1995",00:00:00,Bridgetown,59 W 30,13 N 0,-4.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jofra Archer,Bridgetown,Male,0,0,0,1,4,1995,13,59,0,30,W,N,0,0,0,0,0
Jason Behrendorff,"Friday, April 20, 1990",00:00:00,Camden,94 W 1,39 N 11,-5.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jason Behrendorff,Camden,Male,0,0,0,20,4,1990,39,94,11,1,W,N,0,0,0,0,0
Javon Searles,"Sunday, December 21, 1986",00:00:00,Bridgetown,59 W 30,13 N 0,-4.0,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Javon Searles,Bridgetown,Male,0,0,0,21,12,1986,13,59,0,30,W,N,0,0,0,0,0
Jay Mehta,"Wednesday, January 18, 1961",00:00:00,Ambala,76 E 49,30 N 19,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jay Mehta,Ambala,Male,0,0,0,18,1,1961,30,76,19,49,E,N,0,0,0,0,0
Jayant Yadav,"Monday, January 22, 1990",00:00:00,Delhi,77 E 13,28 N 39,5.5,Dirty Data,Dirty Data,See kundli in AstroSage Cloud,Jayant Yadav,Delhi,Male,0,0,0,22,1,1990,28,77,39,13,E,N,0,0,0,0,0
Jack Ma,"Thursday, September 10, 1964",00:00:00,Hangzhou,120 E 11,30 N 18,8.0,Internet,Reference,See kundli in AstroSage Cloud,Jack Ma,Hangzhou,Male,0,0,0,10,9,1964,30,120,18,11,E,N,0,0,0,0,0
Jai Ram Thakur,"Wednesday, January 06, 1965",00:00:00,Mandi,76 E 55,31 N 43,5.5,Internet,Reference,See kundli in AstroSage Cloud,Jai Ram Thakur,Mandi,Male,0,0,0,6,1,1965,31,76,43,55,E,N,0,0,0,0,0
Jignesh Mevani,"Saturday, December 11, 1982",00:00:00,Ahmedabad,72 E 40,23 N 3,5.5,Web,Reference,See kundli in AstroSage Cloud,Jignesh Mevani,Ahmedabad,Male,0,0,0,11,12,1982,23,72,3,40,E,N,0,0,0,0,0
James Harden,"Saturday, August 26, 1989",00:00:00,Los angeles,118 W 15,34 N 0,-5.0,Web,Reference,See kundli in AstroSage Cloud,James Harden,Los angeles,Male,0,0,0,26,8,1989,34,118,0,15,W,N,0,0,0,0,0
James Patterson,"Saturday, March 22, 1947",00:00:00,New york,74 W 0,40 N 42,-5.0,Web,Reference,See kundli in AstroSage Cloud,James Patterson,New york,Male,0,0,0,22,3,1947,40,74,42,0,W,N,0,0,0,0,0
Jeetan Patel,"Wednesday, May 07, 1980",00:00:00,Wellington,174 E 47,41 S 17,12.0,Web,Reference,See kundli in AstroSage Cloud,Jeetan Patel,Wellington,Male,0,0,0,7,5,1980,41,174,17,47,E,S,0,0,0,0,0
James Neesham,"Monday, September 17, 1990",00:00:00,Auckland,174 E 46,36 S 52,12.0,Web,Reference,See kundli in AstroSage Cloud,James Neesham,Auckland,Male,0,0,0,17,9,1990,36,174,52,46,E,S,0,0,0,0,0
Jason Roy,"Saturday, July 21, 1990",00:00:00,Durban,31 E 1,29 S 49,2.0,Web,Reference,See kundli in AstroSage Cloud,Jason Roy,Durban,Male,0,0,0,21,7,1990,29,31,49,1,E,S,0,0,0,0,0
